Dish,Review,Sentiment
Pongal,The Pongal was highly recommended although slightly not worth the price.,1
Momos,The Momos was rich and flavorful and I really enjoyed it.,1
Pav Bhaji,The Pav Bhaji was super satisfying though slightly too spicy.,1
Vada,The Vada was super satisfying though slightly bland and tasteless.,1
Burger,The Burger was too spicy and I did not like it.,0
French Fries,The French Fries was burnt taste but it had some highly recommended elements.,0
Masala Dosa,The Masala Dosa was great texture though slightly too spicy.,1
Mutton Biryani,The Mutton Biryani was perfectly cooked and I really enjoyed it.,1
Aloo Paratha,The Aloo Paratha was burnt taste although it had some great texture elements.,0
Veg Biryani,The Veg Biryani was very tasty and I really enjoyed it.,1
Spring Roll,The Spring Roll was loved it and I really enjoyed it.,1
Momos,The Momos was excellent quality although slightly bland and tasteless.,1
Rasgulla,The Rasgulla was rich and flavorful and I really enjoyed it.,1
Orange Juice,The Orange Juice was very oily and I did not like it.,0
Gobi Manchurian,The Gobi Manchurian was cold when served however it had some fantastic flavor elements.,0
Cold Coffee,The Cold Coffee was great texture and I really enjoyed it.,1
Veg Pulao,The Veg Pulao was poor quality but it had some absolutely delicious elements.,0
Veg Biryani,The Veg Biryani was perfectly cooked and I really enjoyed it.,1
French Fries,The French Fries was overcooked and I did not like it.,0
Gulab Jamun,The Gulab Jamun was very oily however it had some extremely fresh elements.,0
Mutton Biryani,The Mutton Biryani was rich and flavorful although slightly not fresh.,1
Sandwich,The Sandwich was undercooked and I did not like it.,0
Sandwich,The Sandwich was too salty although it had some great texture elements.,0
Fish Curry,The Fish Curry was too salty though it had some great texture elements.,0
Mango Juice,The Mango Juice was cold when served and I did not like it.,0
Orange Juice,The Orange Juice was cold when served and I did not like it.,0
Mutton Biryani,The Mutton Biryani was too dry although it had some loved it elements.,0
Manchurian,The Manchurian was bland and tasteless and I did not like it.,0
Pakora,The Pakora was highly recommended though slightly very oily.,1
Pakora,The Pakora was overcooked although it had some mouth watering elements.,0
Pakora,The Pakora was not fresh and I did not like it.,0
Kadai Paneer,The Kadai Paneer was poor quality although it had some mouth watering elements.,0
Ice Cream,The Ice Cream was very tasty however slightly too salty.,1
Momos,The Momos was absolutely delicious and I really enjoyed it.,1
Fried Rice,The Fried Rice was absolutely delicious however slightly very oily.,1
Dal Tadka,The Dal Tadka was mouth watering and I really enjoyed it.,1
Chole Bhature,The Chole Bhature was undercooked however it had some excellent quality elements.,0
Roti,The Roti was perfectly cooked though slightly burnt taste.,1
Roti,The Roti was rich and flavorful and I really enjoyed it.,1
Vada,The Vada was excellent quality however slightly bland and tasteless.,1
Idli,The Idli was great texture and I really enjoyed it.,1
Tandoori Chicken,The Tandoori Chicken was burnt taste and I did not like it.,0
Aloo Paratha,The Aloo Paratha was cold when served and I did not like it.,0
Aloo Paratha,The Aloo Paratha was cold when served though it had some loved it elements.,0
French Fries,The French Fries was not fresh though it had some mouth watering elements.,0
Milkshake,The Milkshake was overcooked though it had some extremely fresh elements.,0
Butter Chicken,The Butter Chicken was bland and tasteless however it had some loved it elements.,0
Prawn Fry,The Prawn Fry was not fresh and I did not like it.,0
Fish Curry,The Fish Curry was too salty but it had some highly recommended elements.,0
Fish Curry,The Fish Curry was highly recommended and I really enjoyed it.,1
Fish Curry,The Fish Curry was very tasty although slightly overcooked.,1
Gobi Manchurian,The Gobi Manchurian was too dry though it had some excellent quality elements.,0
Prawn Fry,The Prawn Fry was fantastic flavor however slightly overcooked.,1
Aloo Paratha,The Aloo Paratha was loved it and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was overcooked although it had some very tasty elements.,0
Veg Pulao,The Veg Pulao was bland and tasteless and I did not like it.,0
Mutton Biryani,The Mutton Biryani was cold when served however it had some very tasty elements.,0
Tea,The Tea was too spicy and I did not like it.,0
Milkshake,The Milkshake was not worth the price and I did not like it.,0
Noodles,The Noodles was great texture but slightly poor quality.,1
Malai Kofta,The Malai Kofta was extremely fresh and I really enjoyed it.,1
French Fries,The French Fries was rich and flavorful though slightly too dry.,1
Pav Bhaji,The Pav Bhaji was overcooked and I did not like it.,0
Fish Curry,The Fish Curry was very oily and I did not like it.,0
Butter Chicken,The Butter Chicken was overcooked however it had some absolutely delicious elements.,0
Egg Biryani,The Egg Biryani was not worth the price however it had some extremely fresh elements.,0
Burger,The Burger was absolutely delicious but slightly not fresh.,1
Pav Bhaji,The Pav Bhaji was loved it however slightly not worth the price.,1
Mango Juice,The Mango Juice was too salty although it had some mouth watering elements.,0
Hot Chocolate,The Hot Chocolate was poor quality and I did not like it.,0
Dosa,The Dosa was undercooked but it had some extremely fresh elements.,0
Pakora,The Pakora was poor quality but it had some perfectly cooked elements.,0
Burger,The Burger was mouth watering and I really enjoyed it.,1
Idli,The Idli was loved it and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was too spicy but it had some mouth watering elements.,0
Gulab Jamun,The Gulab Jamun was very tasty however slightly bland and tasteless.,1
Rajma,The Rajma was absolutely delicious and I really enjoyed it.,1
Veg Pulao,The Veg Pulao was bland and tasteless but it had some very tasty elements.,0
Rasgulla,The Rasgulla was super satisfying though slightly burnt taste.,1
Chicken Biryani,The Chicken Biryani was not fresh however it had some rich and flavorful elements.,0
Aloo Paratha,The Aloo Paratha was very tasty although slightly burnt taste.,1
Malai Kofta,The Malai Kofta was super satisfying although slightly not worth the price.,1
Gulab Jamun,The Gulab Jamun was bland and tasteless and I did not like it.,0
Ice Cream,The Ice Cream was absolutely delicious and I really enjoyed it.,1
Kadai Paneer,The Kadai Paneer was undercooked and I did not like it.,0
Prawn Fry,The Prawn Fry was not worth the price however it had some mouth watering elements.,0
Fried Rice,The Fried Rice was excellent quality though slightly not fresh.,1
Tandoori Chicken,The Tandoori Chicken was undercooked but it had some loved it elements.,0
Fish Curry,The Fish Curry was not worth the price although it had some rich and flavorful elements.,0
Chicken Biryani,The Chicken Biryani was perfectly cooked though slightly burnt taste.,1
Mutton Biryani,The Mutton Biryani was too dry and I did not like it.,0
Pakora,The Pakora was burnt taste and I did not like it.,0
Samosa,The Samosa was highly recommended however slightly burnt taste.,1
Rasgulla,The Rasgulla was perfectly cooked and I really enjoyed it.,1
Hot Chocolate,The Hot Chocolate was bland and tasteless and I did not like it.,0
Rasgulla,The Rasgulla was poor quality but it had some highly recommended elements.,0
French Fries,The French Fries was mouth watering but slightly bland and tasteless.,1
Rasgulla,The Rasgulla was loved it although slightly very oily.,1
Veg Biryani,The Veg Biryani was very tasty though slightly bland and tasteless.,1
Masala Dosa,The Masala Dosa was absolutely delicious and I really enjoyed it.,1
Veg Biryani,The Veg Biryani was mouth watering and I really enjoyed it.,1
Veg Biryani,The Veg Biryani was cold when served and I did not like it.,0
Brownie,The Brownie was perfectly cooked although slightly too spicy.,1
Momos,The Momos was poor quality however it had some highly recommended elements.,0
Momos,The Momos was fantastic flavor although slightly too spicy.,1
Paneer Butter Masala,The Paneer Butter Masala was highly recommended but slightly very oily.,1
Roti,The Roti was loved it and I really enjoyed it.,1
Mango Juice,The Mango Juice was overcooked and I did not like it.,0
Fish Curry,The Fish Curry was loved it and I really enjoyed it.,1
Chicken Curry,The Chicken Curry was extremely fresh although slightly too spicy.,1
Momos,The Momos was highly recommended and I really enjoyed it.,1
Burger,The Burger was too dry though it had some rich and flavorful elements.,0
Paneer Butter Masala,The Paneer Butter Masala was too spicy although it had some highly recommended elements.,0
Pizza,The Pizza was loved it and I really enjoyed it.,1
Upma,The Upma was rich and flavorful although slightly bland and tasteless.,1
Kadai Paneer,The Kadai Paneer was great texture but slightly very oily.,1
Pizza,The Pizza was not fresh though it had some very tasty elements.,0
Rajma,The Rajma was loved it but slightly too spicy.,1
Lassi,The Lassi was cold when served and I did not like it.,0
Fish Curry,The Fish Curry was poor quality although it had some absolutely delicious elements.,0
Sandwich,The Sandwich was too dry but it had some great texture elements.,0
Mango Juice,The Mango Juice was loved it however slightly cold when served.,1
Tea,The Tea was not fresh and I did not like it.,0
Chicken Biryani,The Chicken Biryani was extremely fresh but slightly too spicy.,1
Pav Bhaji,The Pav Bhaji was burnt taste and I did not like it.,0
Chicken Biryani,The Chicken Biryani was too dry though it had some very tasty elements.,0
Mutton Biryani,The Mutton Biryani was burnt taste and I did not like it.,0
Prawn Fry,The Prawn Fry was perfectly cooked and I really enjoyed it.,1
Pongal,The Pongal was very oily and I did not like it.,0
Burger,The Burger was rich and flavorful and I really enjoyed it.,1
Egg Biryani,The Egg Biryani was not worth the price but it had some great texture elements.,0
Malai Kofta,The Malai Kofta was bland and tasteless though it had some rich and flavorful elements.,0
Dosa,The Dosa was fantastic flavor and I really enjoyed it.,1
Aloo Paratha,The Aloo Paratha was overcooked and I did not like it.,0
Roti,The Roti was cold when served and I did not like it.,0
Spring Roll,The Spring Roll was very tasty though slightly undercooked.,1
Pizza,The Pizza was not worth the price and I did not like it.,0
Aloo Paratha,The Aloo Paratha was too spicy though it had some perfectly cooked elements.,0
Pongal,The Pongal was rich and flavorful though slightly very oily.,1
Roti,The Roti was highly recommended although slightly bland and tasteless.,1
Burger,The Burger was overcooked and I did not like it.,0
Hot Chocolate,The Hot Chocolate was excellent quality but slightly overcooked.,1
Rajma,The Rajma was burnt taste although it had some excellent quality elements.,0
Butter Chicken,The Butter Chicken was not worth the price although it had some extremely fresh elements.,0
Cold Coffee,The Cold Coffee was bland and tasteless though it had some extremely fresh elements.,0
Rajma,The Rajma was too spicy though it had some super satisfying elements.,0
Gobi Manchurian,The Gobi Manchurian was cold when served however it had some absolutely delicious elements.,0
Dosa,The Dosa was excellent quality however slightly overcooked.,1
Idli,The Idli was very tasty and I really enjoyed it.,1
Pongal,The Pongal was burnt taste though it had some rich and flavorful elements.,0
Idli,The Idli was not worth the price but it had some perfectly cooked elements.,0
Fried Rice,The Fried Rice was burnt taste and I did not like it.,0
Veg Biryani,The Veg Biryani was too dry but it had some extremely fresh elements.,0
